Wavelength,UHP-T-405-EP,UHP-T-415-SR,UHP-T-425-SR,UHP-T-435-SR,UHP-T-450-EP,UHP-T-460-DI,UHP-T-488-SR,UHP-T-495-SR,UHP-T-520-EP,UHP-T-545-LA21,UHP-T-596-LA21,UHP-T-620-SR,UHP-T-630-EP,UHP-T-650-EP,UHP-T-670-SR,UHP-T-730-SR
423,0.052651602,0.212422446,0.50864171,0.276163075,0.024870829,0.00746257,6.45E-06,7.97E-06,3.08E-08,4.47E-06,-1.03E-08,0,1.44E-14,0,0,0
423.5,0.047695611,0.194683981,0.495790844,0.283602269,0.027652085,0.008365473,8.64E-06,1.07E-05,4.23E-08,3.49E-06,-9.75E-09,0,2.11E-13,0,0,0
424,0.042996668,0.177626727,0.482362487,0.292004877,0.030755323,0.009351485,1.10E-05,1.35E-05,5.41E-08,2.55E-06,-7.87E-09,0,4.09E-13,0,0,0
424.5,0.03871876,0.162087635,0.465700263,0.296259272,0.034264267,0.010503819,1.50E-05,1.85E-05,8.16E-08,2.68E-06,-8.68E-09,0,1.02E-12,0,0,0
425,0.032476805,0.146309312,0.447696061,0.299499007,0.038144215,0.011817165,1.92E-05,2.38E-05,1.17E-07,2.78E-06,-9.14E-09,0,1.95E-12,0,0,0
425.5,0.026912679,0.123632628,0.400431634,0.283209095,0.044669851,0.013970035,2.05E-05,2.54E-05,1.37E-07,1.26E-05,-4.20E-08,0,1.09E-11,0,0,0
426,0.020695667,0.103095661,0.352667103,0.262419073,0.051902666,0.016406025,2.17E-05,2.69E-05,1.56E-07,1.27E-05,-3.75E-08,0,1.30E-11,0,0,0
426.5,0.015206401,0.079696757,0.287173596,0.225111744,0.061628531,0.019645522,2.07E-05,2.54E-05,1.40E-07,1.29E-05,-3.54E-08,0,1.36E-11,0,0,0
427,0.01034064,0.058758378,0.222422704,0.183920477,0.072493653,0.02334882,1.92E-05,2.32E-05,1.21E-07,1.31E-05,-3.63E-08,0,1.35E-11,0,0,0
427.5,0.006030671,0.040045127,0.158779747,0.138500145,0.084593956,0.027639485,1.89E-05,2.24E-05,1.03E-07,1.40E-05,-3.87E-08,0,1.46E-11,0,0,0
428,0.003944983,0.023376848,0.09685222,0.088772122,0.099149547,0.032403812,1.81E-05,2.11E-05,8.23E-08,3.34E-06,-9.24E-09,0,3.48E-12,0,0,0
428.5,0.002083756,0.015318218,0.066214231,0.063652418,0.11107844,0.036471332,1.42E-05,1.61E-05,5.27E-08,1.92E-06,-5.15E-09,0,2.20E-12,0,0,0
429,0.001553186,0.008102992,0.036502807,0.036820808,0.124554813,0.041006919,9.71E-06,1.09E-05,2.87E-08,5.97E-07,-1.50E-09,0,7.11E-13,0,0,0
429.5,0.001077514,0.006040355,0.028338217,0.029746625,0.136245506,0.044937964,1.26E-05,1.39E-05,3.32E-08,9.58E-07,-2.75E-09,0,9.00E-13,0,0,0
430,0.000987597,0.004197244,0.020467949,0.022346999,0.14908942,0.049302228,1.57E-05,1.71E-05,3.68E-08,1.28E-06,-3.97E-09,0,5.88E-13,0,0,0
430.5,0.000906092,0.003853948,0.019469889,0.02216285,0.160877063,0.053484116,1.59E-05,1.72E-05,3.26E-08,1.18E-05,-3.39E-08,0,5.90E-12,0,0,0
431,0.000843145,0.003538804,0.018504832,0.021867646,0.174629577,0.057961297,1.61E-05,1.73E-05,2.81E-08,1.81E-05,-4.31E-08,0,9.58E-12,0,0,0
431.5,0.000785747,0.003295624,0.017749633,0.021634106,0.1882728,0.06272448,2.00E-05,2.13E-05,2.92E-08,2.62E-05,-5.57E-08,0,1.40E-11,0,0,0
432,0.000699129,0.003066411,0.017017339,0.021394354,0.202889215,0.067882571,2.41E-05,2.54E-05,3.04E-08,3.49E-05,-6.71E-08,0,1.70E-11,0,0,0
432.5,0.000619616,0.002725918,0.015591178,0.020144868,0.218501993,0.073519929,3.68E-05,3.84E-05,4.49E-08,4.07E-05,-7.27E-08,0,2.33E-11,0,0,0
433,0.000552343,0.002418087,0.014194319,0.018885325,0.23509028,0.079546644,4.99E-05,5.18E-05,5.85E-08,1.04E-05,-2.38E-08,0,5.88E-12,0,0,0
433.5,0.0004896,0.002150225,0.012984383,0.017710284,0.253019219,0.085860904,8.55E-05,8.84E-05,1.10E-07,1.12E-05,-2.41E-08,0,9.66E-12,0,0,0
434,0.000449508,0.001903719,0.011791557,0.016479993,0.271828496,0.092734087,0.00012274,0.000125556,1.70E-07,1.20E-05,-2.44E-08,0,1.36E-11,0,0,0
434.5,0.000412303,0.001747589,0.011070257,0.015905222,0.292777045,0.100181331,0.0001436,0.00014588,2.15E-07,1.27E-05,-2.48E-08,0,2.75E-11,0,0,0
435,0.000368248,0.00160264,0.01037024,0.015277114,0.313665483,0.108196299,0.000165591,0.000166032,2.62E-07,1.33E-05,-2.02E-08,0,4.40E-11,0,0,0
435.5,0.000327581,0.001428178,0.009442839,0.014200855,0.338038309,0.117284864,0.000142213,0.000140326,2.28E-07,6.27E-05,-7.13E-08,0,4.26E-10,0,0,0
436,0.000302189,0.00127324,0.008569465,0.013097817,0.363544298,0.127041703,0.000118134,0.000114596,1.91E-07,6.51E-05,-7.11E-08,0,6.09E-10,0,0,0
436.5,0.000278778,0.001179797,0.00808124,0.012488067,0.390256988,0.137607401,8.12E-05,7.75E-05,1.27E-07,8.53E-05,-6.56E-08,0,1.08E-09,0,0,0
437,0.000258768,0.001098395,0.007594165,0.011892996,0.418129907,0.149040524,4.19E-05,3.92E-05,6.51E-08,0.000105684,-2.68E-08,0,1.26E-09,9.68E-11,0,0
437.5,0.000239647,0.001027721,0.007172423,0.01135264,0.446092116,0.161033231,3.11E-05,2.85E-05,4.28E-08,0.000111701,1.34E-08,0,9.75E-10,2.06E-10,0,0
438,0.00022651,0.000963136,0.006757935,0.010823617,0.474113543,0.173804388,1.97E-05,1.77E-05,2.24E-08,2.61E-05,1.15E-08,0,1.21E-10,1.11E-11,0,0
438.5,0.000214373,0.00091734,0.006445394,0.01040355,0.502748537,0.187463328,1.63E-05,1.44E-05,1.53E-08,2.69E-05,2.19E-08,0,7.87E-11,0,0,0
439,0.00022929,0.000867378,0.006142886,0.009985231,0.531395926,0.201987739,1.27E-05,1.11E-05,9.60E-09,2.77E-05,3.36E-08,0,4.38E-11,0,0,0
439.5,0.000241114,0.000919425,0.006577107,0.010704513,0.558154445,0.217044144,1.28E-05,1.10E-05,8.64E-09,2.49E-05,3.50E-08,0,2.95E-11,0,0,0
440,0.000254013,0.000965221,0.006954993,0.011315552,0.585815495,0.233119245,1.29E-05,1.09E-05,7.82E-09,2.22E-05,2.55E-08,0,1.83E-11,0,0,0
440.5,0.000264631,0.001009989,0.00732643,0.011999728,0.613355474,0.250173127,1.06E-05,8.91E-06,6.63E-09,9.05E-05,3.77E-08,0,9.68E-11,0,0,0
441,0.000243611,0.001049593,0.007641016,0.01250235,0.640809899,0.26844855,8.20E-06,6.81E-06,5.28E-09,8.17E-05,-1.37E-08,0,1.02E-10,0,0,0
441.5,0.000224339,0.00096571,0.007039298,0.011536229,0.669431982,0.288329341,9.40E-06,7.71E-06,7.02E-09,8.13E-05,-6.88E-08,0,1.76E-10,0,0,0
442,0.00021808,0.000884767,0.006454688,0.010603448,0.698075217,0.309429198,1.07E-05,8.65E-06,8.87E-09,8.06E-05,-1.51E-07,0,2.62E-10,0,0,0
442.5,0.000210235,0.000864382,0.006221788,0.01031505,0.72611844,0.33152994,1.24E-05,9.92E-06,1.36E-08,7.13E-05,-2.19E-07,0,3.56E-10,0,0,0
443,0.000192163,0.000841544,0.006000805,0.009919691,0.754134272,0.35456918,1.42E-05,1.12E-05,1.87E-08,1.39E-05,-5.95E-08,0,1.02E-10,0,0,0
443.5,0.000175538,0.000778675,0.005521514,0.00912531,0.781085726,0.379343336,1.32E-05,1.03E-05,2.18E-08,1.14E-05,-4.97E-08,0,1.14E-10,0,0,0
444,0.000159554,0.000717722,0.005081852,0.008355784,0.80709459,0.405273147,1.22E-05,9.41E-06,2.42E-08,9.15E-06,-3.81E-08,0,1.20E-10,0,0,0
444.5,0.000144609,0.000663363,0.004660911,0.007663816,0.832167991,0.432590181,1.44E-05,1.10E-05,3.05E-08,6.06E-06,-1.99E-08,2.52E-12,8.84E-11,0,0,0
445,0.000123546,0.000616863,0.004249662,0.006995846,0.855314335,0.461100556,1.67E-05,1.25E-05,3.65E-08,3.29E-06,-7.51E-09,0,5.17E-11,0,0,0
445.5,0.00010664,0.000544543,0.003655232,0.006023489,0.878155706,0.491135164,1.88E-05,1.38E-05,3.60E-08,1.01E-05,-2.22E-08,0,1.86E-10,0,0,0
446,8.99E-05,0.000480523,0.003124994,0.005164319,0.899091962,0.52238061,2.10E-05,1.52E-05,3.43E-08,5.88E-06,-8.89E-09,0,1.20E-10,0,0,0
446.5,7.49E-05,0.000422558,0.00265473,0.00439376,0.91803937,0.554377359,2.35E-05,1.66E-05,2.88E-08,3.81E-06,-4.62E-09,0,7.55E-11,0,0,0
447,6.71E-05,0.000367218,0.002247382,0.003708291,0.935062009,0.58720086,2.61E-05,1.81E-05,2.28E-08,1.94E-06,-5.85E-10,0,3.19E-11,0,0,0
447.5,6.03E-05,0.000339446,0.002019831,0.003328061,0.948275174,0.619982067,2.92E-05,2.00E-05,1.86E-08,2.12E-06,1.02E-09,0,2.57E-11,0,0,0
448,5.62E-05,0.000312375,0.001801908,0.002980254,0.960511664,0.653209853,3.26E-05,2.19E-05,1.49E-08,4.99E-07,-7.65E-11,0,4.02E-12,0,0,0
448.5,5.34E-05,0.000297363,0.001658178,0.002754846,0.970407414,0.686328546,3.75E-05,2.49E-05,1.42E-08,3.84E-07,-1.09E-09,0,2.02E-12,0,0,0
449,5.55E-05,0.00028337,0.001522167,0.002542376,0.978329196,0.719351974,4.31E-05,2.82E-05,1.34E-08,2.83E-07,-1.18E-09,0,8.28E-13,0,0,0
449.5,5.75E-05,0.000292259,0.001523153,0.002555707,0.982130741,0.751006401,5.15E-05,3.35E-05,1.45E-08,6.54E-07,-4.18E-09,0,1.59E-12,0,0,0
450,5.89E-05,0.000299868,0.001522166,0.002554336,0.983951562,0.781877337,6.06E-05,3.91E-05,1.60E-08,4.87E-06,-3.82E-08,0,9.19E-12,0,0,0
450.5,5.90E-05,0.000306967,0.001514259,0.002543428,0.98382141,0.811535615,7.58E-05,4.83E-05,2.17E-08,3.35E-06,-3.10E-08,0,5.70E-12,0,0,0
451,6.56E-05,0.000315576,0.00150497,0.002522681,0.980741344,0.839646201,9.14E-05,5.80E-05,2.85E-08,2.07E-06,-2.22E-08,0,3.03E-12,0,0,0
451.5,7.07E-05,0.000358431,0.001626945,0.002731656,0.973949485,0.864272781,0.000117251,7.33E-05,4.26E-08,2.30E-06,-2.70E-08,0,3.38E-12,0,0,0
452,7.23E-05,0.000397454,0.001721953,0.00291142,0.963275539,0.886313734,0.000144055,8.97E-05,5.91E-08,2.45E-06,-2.57E-08,0,3.62E-12,0,0,0
452.5,7.50E-05,0.000409673,0.001702471,0.002900861,0.950455252,0.906643745,0.000186631,0.000114681,9.25E-08,3.24E-06,-2.38E-08,0,8.87E-12,0,0,0
453,7.67E-05,0.000423244,0.00167829,0.00288334,0.934765973,0.923951368,0.000231229,0.000141606,1.36E-07,3.82E-06,-1.45E-08,0,1.72E-11,0,0,0
453.5,7.80E-05,0.000441998,0.001683669,0.002893656,0.915726208,0.937775115,0.000286012,0.000172907,1.86E-07,6.36E-06,4.09E-09,0,6.15E-11,0,0,0
454,7.43E-05,0.00045943,0.001670605,0.002889397,0.893878202,0.948380375,0.000343075,0.000206524,2.43E-07,8.58E-06,2.13E-08,0,1.46E-10,0,0,0
454.5,6.98E-05,0.000451279,0.001596913,0.002746221,0.870329629,0.956605864,0.000415217,0.000246494,2.64E-07,9.35E-06,2.51E-08,0,2.21E-10,0,0,0
455,6.71E-05,0.000440168,0.001524065,0.002617606,0.845883718,0.961869141,0.00049323,0.000290184,2.92E-07,1.00E-05,1.84E-08,0,3.18E-10,0,0,0
455.5,6.51E-05,0.000423874,0.001434069,0.002442191,0.820433845,0.964082074,0.000572294,0.000333004,2.86E-07,8.43E-06,-1.17E-08,0,2.43E-10,0,0,0
456,5.69E-05,0.000410319,0.001347671,0.002278839,0.794042593,0.962981902,0.000657193,0.000379804,2.57E-07,6.87E-06,-2.98E-08,0,1.73E-10,0,0,0
456.5,5.05E-05,0.000362762,0.001132035,0.001952885,0.770422099,0.960356265,0.000750783,0.000428409,2.27E-07,4.92E-06,-3.40E-08,0,8.23E-11,0,0,0
457,4.42E-05,0.000316395,0.000943916,0.001650122,0.745738706,0.954293968,0.000851022,0.000481465,1.91E-07,2.93E-06,-3.11E-08,0,2.78E-11,0,0,0
457.5,3.93E-05,0.000283839,0.000800919,0.001437059,0.720279178,0.944237125,0.000962499,0.000539496,1.76E-07,2.25E-06,-3.13E-08,0,1.48E-11,0,0,0
458,3.61E-05,0.000253812,0.000678942,0.001251511,0.695739453,0.931178449,0.001081142,0.000598722,1.57E-07,1.58E-06,-2.76E-08,0,6.60E-12,0,0,0
458.5,3.21E-05,0.000240711,0.000603551,0.00113483,0.671267617,0.914516588,0.001241524,0.000683997,1.58E-07,1.24E-06,-2.84E-08,0,5.31E-12,0,0,0
459,3.05E-05,0.00022887,0.000540854,0.001023792,0.64778074,0.895426059,0.001422437,0.000781221,1.56E-07,9.25E-07,-2.39E-08,0,3.85E-12,0,0,0
459.5,2.90E-05,0.000218734,0.000506594,0.000950039,0.624555984,0.873438409,0.001694141,0.000922161,1.80E-07,1.17E-06,-3.12E-08,0,5.63E-12,0,0,0
460,2.70E-05,0.000205298,0.000479184,0.000878813,0.601398284,0.849744038,0.001993946,0.001081463,2.03E-07,1.39E-06,-3.06E-08,0,6.57E-12,0,0,0
460.5,2.47E-05,0.000182641,0.000414021,0.000761212,0.579182909,0.824729403,0.002451344,0.001331069,2.64E-07,1.20E-06,-2.32E-08,0,7.54E-12,0,0,0
461,2.20E-05,0.000160727,0.000353766,0.000651002,0.557034209,0.798748718,0.002964731,0.001603151,3.27E-07,9.93E-07,-1.46E-08,0,7.64E-12,0,0,0
461.5,1.96E-05,0.000146912,0.000308661,0.000582927,0.534595096,0.770473847,0.003746116,0.00200904,4.35E-07,1.63E-06,-1.67E-08,0,1.04E-11,0,0,0
462,2.11E-05,0.000135717,0.000271019,0.000518454,0.512320479,0.742495794,0.004611682,0.002463852,5.80E-07,2.40E-06,-2.43E-08,0,1.27E-11,0,0,0
462.5,2.22E-05,0.000147395,0.000274964,0.000543829,0.488355202,0.710916157,0.006066961,0.003237904,9.78E-07,3.61E-06,-3.56E-08,0,1.58E-11,0,0,0
463,2.38E-05,0.00016386,0.000278014,0.000569175,0.465712712,0.680324848,0.007688853,0.004104758,1.47E-06,5.04E-06,-3.95E-08,0,1.59E-11,0,0,0
463.5,2.48E-05,0.000174645,0.000276967,0.000576187,0.441956141,0.647391048,0.010294585,0.005522218,3.09E-06,7.33E-06,-6.25E-08,0,2.02E-11,0,0,0
464,2.60E-05,0.000182227,0.000273217,0.000580392,0.419636458,0.615888512,0.013181593,0.007079933,5.33E-06,9.84E-06,-1.10E-07,0,2.19E-11,0,0,0
464.5,2.72E-05,0.000187988,0.000264818,0.000590305,0.393380591,0.579335225,0.018044608,0.009753646,1.00E-05,1.35E-05,-1.50E-07,0,2.79E-11,0,0,0
465,2.80E-05,0.000193259,0.000260241,0.000597751,0.369687672,0.544898763,0.023429671,0.012788125,1.63E-05,1.77E-05,-1.77E-07,0,3.33E-11,0,0,0
465.5,2.82E-05,0.000207044,0.000271882,0.000623096,0.342408145,0.506058921,0.031462037,0.01727538,2.35E-05,1.82E-05,-1.77E-07,0,4.02E-11,0,0,0
466,2.50E-05,0.000218499,0.000280662,0.00064711,0.316992424,0.469746687,0.040387393,0.022209292,3.24E-05,1.86E-05,-1.62E-07,0,4.67E-11,0,0,0
466.5,2.22E-05,0.000222216,0.000281099,0.000645836,0.289388108,0.429761968,0.052977361,0.029124081,3.63E-05,1.57E-05,-1.30E-07,0,3.61E-11,0,0,0
467,2.01E-05,0.000228964,0.000272492,0.000644983,0.262960807,0.392211788,0.067072694,0.036823994,3.88E-05,1.24E-05,-9.04E-08,0,2.61E-11,0,0,0
467.5,1.84E-05,0.000233194,0.000248997,0.000623985,0.23621965,0.354577026,0.084020889,0.045852921,3.70E-05,1.04E-05,-8.34E-08,0,1.68E-11,0,0,0
468,1.59E-05,0.000232697,0.000225697,0.000602652,0.211345841,0.318906789,0.102719632,0.055965445,3.10E-05,8.31E-06,-8.17E-08,0,9.79E-12,0,0,0
468.5,1.53E-05,0.000234895,0.000209733,0.000586692,0.189953493,0.288689334,0.121100309,0.066019413,2.83E-05,7.53E-06,-5.84E-08,0,5.07E-12,5.56E-14,0,0
469,1.32E-05,0.000236379,0.000185007,0.00057174,0.169569755,0.259974727,0.140923611,0.077027933,2.32E-05,6.67E-06,-3.85E-08,0,2.13E-12,4.83E-14,0,0
469.5,1.33E-05,0.000233962,0.000174206,0.000542379,0.14785477,0.229099139,0.165345643,0.090442704,2.32E-05,6.50E-06,-2.70E-08,0,1.30E-12,2.81E-13,0,0
470,1.38E-05,0.00022949,0.000169366,0.000513598,0.127310707,0.199649452,0.191601111,0.105310871,2.21E-05,6.21E-06,-2.11E-08,0,6.74E-13,2.83E-13,0,0
470.5,1.35E-05,0.000221653,0.000162649,0.000482433,0.101703123,0.161620834,0.227283119,0.125543192,2.51E-05,6.78E-06,-2.08E-08,0,5.85E-13,3.85E-13,0,0
471,1.25E-05,0.000217181,0.000154855,0.000452906,0.077773183,0.125379377,0.265550778,0.147896614,2.81E-05,7.41E-06,-1.41E-08,0,4.90E-13,3.96E-13,0,0
471.5,1.16E-05,0.000212508,0.000139712,0.000418214,0.055087961,0.090180685,0.309312279,0.17230072,3.39E-05,9.21E-06,-1.98E-08,0,4.97E-13,4.83E-13,0,0
472,1.14E-05,0.000204594,0.000126688,0.000386262,0.034116552,0.056762351,0.356146598,0.199102555,4.04E-05,1.12E-05,-2.25E-08,0,4.79E-13,5.00E-13,0,0
472.5,1.02E-05,0.000191574,0.000112205,0.000346345,0.021402324,0.036080559,0.391671211,0.221910821,5.10E-05,1.23E-05,-3.59E-08,0,4.89E-13,5.02E-13,0,0
473,9.43E-06,0.000181706,9.73E-05,0.000308513,0.009718892,0.016541034,0.431677514,0.246343081,6.31E-05,1.36E-05,-5.21E-08,0,4.84E-13,4.57E-13,0,0
473.5,1.05E-05,0.000189073,8.77E-05,0.000301291,0.006530519,0.011275803,0.459246306,0.262662161,7.90E-05,1.73E-05,-7.27E-08,0,7.14E-13,6.68E-13,0,0
474,1.24E-05,0.000194401,7.70E-05,0.000294166,0.003630768,0.006333573,0.484436959,0.280060852,9.58E-05,2.10E-05,-9.33E-08,0,9.61E-13,7.55E-13,0,0
474.5,1.24E-05,0.000195959,6.95E-05,0.000284038,0.003250901,0.005732341,0.504285658,0.295059474,0.000114407,2.34E-05,-1.17E-07,0,1.11E-12,8.20E-13,0,0
475,1.20E-05,0.000198626,6.20E-05,0.000275599,0.002906722,0.005156869,0.524115716,0.31047241,0.000134335,2.57E-05,-1.21E-07,0,1.25E-12,7.06E-13,0,0
475.5,1.07E-05,0.000207852,5.11E-05,0.000278525,0.002728423,0.004871124,0.546467104,0.326388903,0.000143351,3.59E-05,-1.55E-07,0,1.41E-12,3.35E-13,0,0
476,8.90E-06,0.000217682,4.56E-05,0.000280569,0.002554427,0.004593418,0.565913523,0.34230352,0.000152631,4.77E-05,-2.02E-07,0,1.52E-12,0,0,0
476.5,8.28E-06,0.000219405,3.50E-05,0.000272525,0.002489436,0.004488591,0.589016563,0.358578673,0.000144795,6.84E-05,-3.39E-07,0,1.71E-12,0,0,0
477,8.48E-06,0.00022234,2.73E-05,0.000265576,0.002404403,0.004378725,0.609276628,0.375626478,0.000136263,9.32E-05,-4.93E-07,0,1.85E-12,0,0,0
477.5,1.01E-05,0.000235219,1.23E-05,0.000270477,0.002372228,0.004313735,0.632073356,0.391744488,0.000118347,0.000122155,-5.49E-07,0,1.87E-12,0,0,0
478,1.26E-05,0.000241344,1.27E-06,0.000274488,0.002316985,0.004239802,0.652001377,0.410523993,9.95E-05,0.000155008,-5.75E-07,0,1.66E-12,0,0,0
478.5,1.67E-05,0.000249556,0,0.00027972,0.002259352,0.004138035,0.674371907,0.425160299,8.39E-05,0.000189124,-6.47E-07,0,1.51E-12,0,0,0
479,1.85E-05,0.000257885,0,0.000284633,0.002195922,0.004031475,0.693850642,0.443592706,6.61E-05,0.000225099,-6.67E-07,0,1.26E-12,0,0,0
479.5,1.70E-05,0.00025928,0,0.00028243,0.002093482,0.003828336,0.713546557,0.462411258,5.73E-05,0.000265553,-6.21E-07,0,1.35E-12,0,0,0
480,1.59E-05,0.000260381,0,0.000276957,0.001974272,0.003634954,0.733225458,0.481190994,4.75E-05,0.000306234,-8.01E-07,0,1.41E-12,0,0,0
480.5,1.51E-05,0.000261383,0,0.000266791,0.001849111,0.003378373,0.753322685,0.500295185,4.41E-05,0.000359944,-1.15E-06,0,1.47E-12,0,0,0
481,1.50E-05,0.000264,0,0.000258234,0.001727634,0.003140078,0.773426316,0.51938823,4.00E-05,0.000419196,-1.38E-06,0,1.50E-12,0,0,0
481.5,1.55E-05,0.000270932,0,0.000250712,0.001622974,0.002940531,0.793424639,0.538499741,3.86E-05,0.00049354,-1.53E-06,0,1.68E-12,0,0,0
482,1.73E-05,0.000271239,0,0.000242102,0.001522245,0.002751608,0.810569736,0.557602268,3.66E-05,0.000576143,-1.73E-06,0,1.83E-12,0,0,0
482.5,2.01E-05,0.000274655,0,0.000233137,0.001327666,0.00238369,0.828580786,0.581066722,3.65E-05,0.000668457,-2.02E-06,0,2.57E-12,0,0,0
483,2.10E-05,0.000278091,0,0.00022596,0.001148863,0.002047737,0.846627657,0.600710485,3.63E-05,0.000769872,-2.10E-06,0,3.53E-12,0,0,0
483.5,1.70E-05,0.000275418,0,0.000216243,0.001173315,0.002079651,0.85993047,0.622481044,3.63E-05,0.000870137,-2.25E-06,0,6.01E-12,0,0,0
484,1.35E-05,0.0002719,0,0.000207496,0.001193781,0.002105473,0.873200451,0.640320368,3.65E-05,0.000977307,-2.69E-06,0,9.58E-12,0,0,0
484.5,1.12E-05,0.000264842,0,0.000198654,0.001000619,0.001755285,0.886112982,0.658375306,3.95E-05,0.001118001,-2.95E-06,0,1.28E-11,0,0,0
485,1.17E-05,0.000262852,0,0.000192777,0.000822236,0.001434862,0.901926413,0.676356748,4.29E-05,0.001268,-3.07E-06,0,1.65E-11,0,0,0
485.5,1.18E-05,0.000254298,0,0.00018025,0.000850192,0.001476084,0.910092952,0.696697752,4.71E-05,0.00144688,-3.20E-06,0,1.82E-11,0,0,0
486,1.12E-05,0.00024175,0,0.000168122,0.000875632,0.001509509,0.921110263,0.713076803,5.15E-05,0.001635978,-3.49E-06,0,1.98E-11,0,0,0
486.5,1.04E-05,0.000237299,0,0.000159949,0.000814575,0.001398599,0.930012238,0.733226232,5.47E-05,0.001814694,-3.80E-06,0,1.84E-11,0,0,0
487,1.05E-05,0.000233585,0,0.000151969,0.000756845,0.001293379,0.938919739,0.753437385,5.82E-05,0.002001313,-4.10E-06,0,1.62E-11,0,0,0
487.5,1.10E-05,0.000235888,0,0.000146519,0.000809744,0.001378226,0.94338006,0.770952143,6.75E-05,0.002101969,-4.05E-06,0,1.34E-11,0,0,0
488,1.20E-05,0.000234517,0,0.000143589,0.000856539,0.001453061,0.944969754,0.792376945,7.80E-05,0.002219484,-3.35E-06,0,9.68E-12,0,0,0
488.5,1.16E-05,0.000224994,0,0.000137092,0.000789259,0.001334929,0.952162539,0.814522281,9.57E-05,0.002218851,-2.79E-06,0,7.00E-12,0,0,0
489,1.34E-05,0.000216307,0,0.000128425,0.000726015,0.001223733,0.953646822,0.832960495,0.000115489,0.00221992,-2.80E-06,0,4.85E-12,0,0,0
489.5,1.55E-05,0.000216263,0,0.000126512,0.000656713,0.001103101,0.95771998,0.849981956,0.000135838,0.00210325,-2.62E-06,0,3.47E-12,0,0,0
490,1.64E-05,0.000217565,0,0.000124545,0.000592017,0.000989731,0.956058507,0.867063199,0.000158459,0.001974393,-2.58E-06,0,2.38E-12,0,0,0
490.5,1.70E-05,0.000221918,0,0.000125032,0.000559382,0.000932213,0.95617883,0.879065176,0.0001769,0.001842448,-2.52E-06,0,1.71E-12,0,0,0
491,1.87E-05,0.000226157,0,0.000126167,0.000529688,0.000877742,0.950554774,0.894951036,0.000197238,0.001693713,-2.26E-06,0,1.17E-12,0,0,0
491.5,2.22E-05,0.000228972,0,0.00012941,0.000475982,0.00078335,0.948058016,0.907095041,0.00022508,0.001593717,-1.88E-06,0,1.02E-12,0,0,0
492,2.64E-05,0.000232289,0,0.000132603,0.000426119,0.000696143,0.942683804,0.919251482,0.000255553,0.00147638,-1.53E-06,0,8.81E-13,0,0,0
492.5,2.83E-05,0.000228057,0,0.000132452,0.000378853,0.000614738,0.934425409,0.927730721,0.000309956,0.00144127,-1.29E-06,0,8.65E-13,0,0,0
493,3.09E-05,0.000222854,0,0.000132258,0.000333261,0.000539605,0.926159596,0.940106625,0.000371311,0.001396656,-1.16E-06,0,8.22E-13,0,0,0
493.5,2.94E-05,0.000226624,0,0.000135026,0.000343407,0.000553977,0.915695802,0.946505064,0.000462734,0.001455734,-1.08E-06,0,1.05E-12,0,0,0
494,2.69E-05,0.00023279,0,0.000136787,0.000353157,0.000566482,0.902404154,0.949008538,0.000558214,0.001518057,-1.11E-06,0,1.29E-12,0,0,0
494.5,2.61E-05,0.0002395,0,0.000139241,0.000325126,0.000517758,0.889820038,0.952549714,0.000706582,0.001672066,-1.21E-06,0,1.56E-12,0,0,0
495,2.61E-05,0.00024625,0,0.000141645,0.000298275,0.000472212,0.877265085,0.956087688,0.000863256,0.001836908,-1.23E-06,0,1.84E-12,0,0,0
495.5,2.85E-05,0.000254763,0,0.000142921,0.000290102,0.000453818,0.860642147,0.958476416,0.001090885,0.002274391,-1.43E-06,0,2.11E-12,0,0,0
496,2.98E-05,0.000263391,0,0.000143045,0.000281647,0.000436656,0.846942804,0.956995705,0.001346649,0.00273908,-1.65E-06,0,2.36E-12,0,0,0
496.5,2.85E-05,0.00026231,0,0.000140182,0.00030914,0.000477431,0.825214257,0.949482047,0.001735398,0.003760096,-2.38E-06,0,3.27E-12,0,0,0
497,2.44E-05,0.000263899,0,0.000138216,0.000332622,0.000513224,0.80650654,0.945835927,0.002171041,0.004844922,-3.02E-06,0,3.98E-12,0,0,0
497.5,1.94E-05,0.000259182,0,0.000135082,0.00035398,0.000545711,0.786932264,0.937978172,0.002807357,0.006646035,-3.86E-06,0,4.94E-12,0,0,0
498,1.71E-05,0.00025735,0,0.000130908,0.00037317,0.000575593,0.764806928,0.930160704,0.003532599,0.008550145,-4.82E-06,0,5.53E-12,0,0,0
498.5,1.58E-05,0.000254951,0,0.000128154,0.000373265,0.000572543,0.743245093,0.919875583,0.004520337,0.010317628,-5.05E-06,0,5.13E-12,0,0,0
499,1.46E-05,0.000254385,0,0.000124389,0.000370184,0.00056985,0.721919541,0.90963676,0.005639472,0.0121842,-5.24E-06,0,4.34E-12,0,0,0
499.5,1.44E-05,0.000252496,0,0.000119656,0.000371781,0.000574554,0.701098492,0.901323256,0.007260299,0.012853519,-5.45E-06,0,3.87E-12,0,0,0
500,1.46E-05,0.000246044,0,0.000114015,0.00037346,0.000577817,0.680488104,0.889253836,0.009061644,0.013541142,-6.00E-06,0,3.41E-12,0,0,0
500.5,1.30E-05,0.000236785,0,0.000107222,0.000363848,0.000563099,0.661204607,0.880446123,0.011637147,0.012382043,-5.56E-06,0,2.61E-12,0,0,0
